danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature,cluster
0.679,0.672,4,-7.006,1,0.0339,0.0481,0.0243,0.063,0.926,103.445,audio_features,2HMWCdOn8xL2M8WwPxHTQ1,spotify:track:2HMWCdOn8xL2M8WwPxHTQ1,https://api.spotify.com/v1/tracks/2HMWCdOn8xL2M8WwPxHTQ1,https://api.spotify.com/v1/audio-analysis/2HMWCdOn8xL2M8WwPxHTQ1,170000,4,13
0.799,0.404,11,-13.597,0,0.0461,0.11,0.0,0.387,0.893,131.012,audio_features,4hWUOIDHda9XOb1zDchftP,spotify:track:4hWUOIDHda9XOb1zDchftP,https://api.spotify.com/v1/tracks/4hWUOIDHda9XOb1zDchftP,https://api.spotify.com/v1/audio-analysis/4hWUOIDHda9XOb1zDchftP,271267,4,10
0.601,0.84,9,-3.828,1,0.0509,0.0232,0.0,0.0569,0.896,130.811,audio_features,691Wr3tOjDqic3OTPLouX3,spotify:track:691Wr3tOjDqic3OTPLouX3,https://api.spotify.com/v1/tracks/691Wr3tOjDqic3OTPLouX3,https://api.spotify.com/v1/audio-analysis/691Wr3tOjDqic3OTPLouX3,145311,4,18
0.827,0.682,6,-7.111,0,0.0435,0.00048,0.0187,0.101,0.933,117.967,audio_features,5mCprFWOqe0jB96v9RhLBo,spotify:track:5mCprFWOqe0jB96v9RhLBo,https://api.spotify.com/v1/tracks/5mCprFWOqe0jB96v9RhLBo,https://api.spotify.com/v1/audio-analysis/5mCprFWOqe0jB96v9RhLBo,234773,4,5
0.597,0.854,7,-5.114,0,0.463,0.0169,0.0,0.124,0.152,120.276,audio_features,2iUXsYOEPhVqEBwsqP70rE,spotify:track:2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/tracks/2iUXsYOEPhVqEBwsqP70rE,https://api.spotify.com/v1/audio-analysis/2iUXsYOEPhVqEBwsqP70rE,203418,4,4
0.391,0.816,2,-5.746,0,0.066,0.0169,0.0,0.0893,0.457,160.001,audio_features,2mltIbKkhQqyh8gCzaqxqA,spotify:track:2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/tracks/2mltIbKkhQqyh8gCzaqxqA,https://api.spotify.com/v1/audio-analysis/2mltIbKkhQqyh8gCzaqxqA,170683,4,8
0.489,0.568,2,-13.329,1,0.0281,0.0562,0.0107,0.21,0.86,146.009,audio_features,7yQNqjXp9BAGAppPGkTbYf,spotify:track:7yQNqjXp9BAGAppPGkTbYf,https://api.spotify.com/v1/tracks/7yQNqjXp9BAGAppPGkTbYf,https://api.spotify.com/v1/audio-analysis/7yQNqjXp9BAGAppPGkTbYf,308133,4,17
0.622,0.282,9,-12.206,0,0.0338,0.504,8.26e-06,0.152,0.569,66.975,audio_features,683b4ikwa62JevCjwrmfg6,spotify:track:683b4ikwa62JevCjwrmfg6,https://api.spotify.com/v1/tracks/683b4ikwa62JevCjwrmfg6,https://api.spotify.com/v1/audio-analysis/683b4ikwa62JevCjwrmfg6,274040,4,12
0.817,0.405,10,-13.513,0,0.0811,0.451,0.0507,0.0468,0.898,121.467,audio_features,7MiLmLbwNoyf47xQ4TCVYp,spotify:track:7MiLmLbwNoyf47xQ4TCVYp,https://api.spotify.com/v1/tracks/7MiLmLbwNoyf47xQ4TCVYp,https://api.spotify.com/v1/audio-analysis/7MiLmLbwNoyf47xQ4TCVYp,419640,4,15
0.696,0.608,4,-12.284,1,0.0314,0.631,0.0849,0.0789,0.927,128.252,audio_features,6eJVAQo2oskx18ivTpxcwx,spotify:track:6eJVAQo2oskx18ivTpxcwx,https://api.spotify.com/v1/tracks/6eJVAQo2oskx18ivTpxcwx,https://api.spotify.com/v1/audio-analysis/6eJVAQo2oskx18ivTpxcwx,191293,4,7
0.565,0.392,2,-10.083,1,0.0268,0.551,0.000106,0.247,0.493,98.485,audio_features,3D0fUBloGwPcLGLyheGWXu,spotify:track:3D0fUBloGwPcLGLyheGWXu,https://api.spotify.com/v1/tracks/3D0fUBloGwPcLGLyheGWXu,https://api.spotify.com/v1/audio-analysis/3D0fUBloGwPcLGLyheGWXu,180480,4,6
0.639,0.417,6,-15.345,1,0.0265,0.0029,0.000218,0.0821,0.778,98.818,audio_features,6fNID7koTl1dZBCs6FmK4E,spotify:track:6fNID7koTl1dZBCs6FmK4E,https://api.spotify.com/v1/tracks/6fNID7koTl1dZBCs6FmK4E,https://api.spotify.com/v1/audio-analysis/6fNID7koTl1dZBCs6FmK4E,294533,4,18
0.377,0.606,6,-7.409,1,0.0262,0.144,0.00877,0.0879,0.291,83.972,audio_features,1dMilrhgON9TIGPVdWG2dX,spotify:track:1dMilrhgON9TIGPVdWG2dX,https://api.spotify.com/v1/tracks/1dMilrhgON9TIGPVdWG2dX,https://api.spotify.com/v1/audio-analysis/1dMilrhgON9TIGPVdWG2dX,229560,4,9
0.641,0.393,6,-12.945,1,0.0303,0.614,0.00114,0.116,0.193,123.015,audio_features,0HIfQL1DHt1OiJzba86rej,spotify:track:0HIfQL1DHt1OiJzba86rej,https://api.spotify.com/v1/tracks/0HIfQL1DHt1OiJzba86rej,https://api.spotify.com/v1/audio-analysis/0HIfQL1DHt1OiJzba86rej,268867,4,16
0.711,0.647,6,-5.225,0,0.0353,0.17,0.0,0.234,0.504,132.752,audio_features,5tE2kEW1Jom3Qc93UPBT79,spotify:track:5tE2kEW1Jom3Qc93UPBT79,https://api.spotify.com/v1/tracks/5tE2kEW1Jom3Qc93UPBT79,https://api.spotify.com/v1/audio-analysis/5tE2kEW1Jom3Qc93UPBT79,253653,4,5
0.485,0.641,3,-8.752,1,0.0418,0.704,9.92e-05,0.159,0.855,168.645,audio_features,3DkqEHCCqlkknDfksHWWu0,spotify:track:3DkqEHCCqlkknDfksHWWu0,https://api.spotify.com/v1/tracks/3DkqEHCCqlkknDfksHWWu0,https://api.spotify.com/v1/audio-analysis/3DkqEHCCqlkknDfksHWWu0,202253,4,7
0.734,0.731,8,-5.24,0,0.0473,0.0784,0.0,0.108,0.705,96.071,audio_features,3DZ11M7LSpVQzYHnFx3i95,spotify:track:3DZ11M7LSpVQzYHnFx3i95,https://api.spotify.com/v1/tracks/3DZ11M7LSpVQzYHnFx3i95,https://api.spotify.com/v1/audio-analysis/3DZ11M7LSpVQzYHnFx3i95,221307,4,10
0.626,0.741,4,-7.817,1,0.0298,0.0378,0.00243,0.282,0.911,126.513,audio_features,2bNOq6aol7JZ0JJtLlg3TK,spotify:track:2bNOq6aol7JZ0JJtLlg3TK,https://api.spotify.com/v1/tracks/2bNOq6aol7JZ0JJtLlg3TK,https://api.spotify.com/v1/audio-analysis/2bNOq6aol7JZ0JJtLlg3TK,255160,4,13
0.678,0.631,11,-8.624,1,0.0301,0.355,0.000268,0.376,0.463,102.378,audio_features,6vZZtivPrtpggT5SSXsYTy,spotify:track:6vZZtivPrtpggT5SSXsYTy,https://api.spotify.com/v1/tracks/6vZZtivPrtpggT5SSXsYTy,https://api.spotify.com/v1/audio-analysis/6vZZtivPrtpggT5SSXsYTy,261560,1,9
0.683,0.86,2,-3.398,1,0.0362,0.0942,0.0,0.156,0.742,92.012,audio_features,6KRpJT14N5lvLP6zo1QPoB,spotify:track:6KRpJT14N5lvLP6zo1QPoB,https://api.spotify.com/v1/tracks/6KRpJT14N5lvLP6zo1QPoB,https://api.spotify.com/v1/audio-analysis/6KRpJT14N5lvLP6zo1QPoB,223787,4,13
0.546,0.631,8,-5.757,1,0.0283,0.25,0.0,0.123,0.569,129.556,audio_features,5fIrBv7PrI2MBcktQOcmpI,spotify:track:5fIrBv7PrI2MBcktQOcmpI,https://api.spotify.com/v1/tracks/5fIrBv7PrI2MBcktQOcmpI,https://api.spotify.com/v1/audio-analysis/5fIrBv7PrI2MBcktQOcmpI,178147,4,9
0.42,0.895,3,-4.155,1,0.0614,0.00103,0.000207,0.356,0.577,108.832,audio_features,4u0mNH2fqIoeeyGff3NLrx,spotify:track:4u0mNH2fqIoeeyGff3NLrx,https://api.spotify.com/v1/tracks/4u0mNH2fqIoeeyGff3NLrx,https://api.spotify.com/v1/audio-analysis/4u0mNH2fqIoeeyGff3NLrx,189547,4,13
0.562,0.538,1,-9.937,1,0.0275,0.362,0.00315,0.0411,0.962,107.096,audio_features,1R9EHsvzpXwOvlGkgDmE55,spotify:track:1R9EHsvzpXwOvlGkgDmE55,https://api.spotify.com/v1/tracks/1R9EHsvzpXwOvlGkgDmE55,https://api.spotify.com/v1/audio-analysis/1R9EHsvzpXwOvlGkgDmE55,250120,4,2
0.56,0.654,4,-9.881,1,0.0458,0.0565,0.0,0.399,0.343,159.666,audio_features,3LaHsdzzmvhx6TJedpomVy,spotify:track:3LaHsdzzmvhx6TJedpomVy,https://api.spotify.com/v1/tracks/3LaHsdzzmvhx6TJedpomVy,https://api.spotify.com/v1/audio-analysis/3LaHsdzzmvhx6TJedpomVy,206427,4,11
0.74,0.598,7,-9.658,0,0.0321,0.15,0.0,0.0664,0.952,101.933,audio_features,3unwRUV5qbjMmH3NJtaODy,spotify:track:3unwRUV5qbjMmH3NJtaODy,https://api.spotify.com/v1/tracks/3unwRUV5qbjMmH3NJtaODy,https://api.spotify.com/v1/audio-analysis/3unwRUV5qbjMmH3NJtaODy,276000,4,5
0.583,0.855,11,-7.972,0,0.0403,0.00417,0.144,0.237,0.664,122.425,audio_features,2RH10TTlPhq8S61rXlVssL,spotify:track:2RH10TTlPhq8S61rXlVssL,https://api.spotify.com/v1/tracks/2RH10TTlPhq8S61rXlVssL,https://api.spotify.com/v1/audio-analysis/2RH10TTlPhq8S61rXlVssL,254707,4,10
0.573,0.905,10,-5.954,1,0.0343,0.0408,0.0,0.113,0.683,135.943,audio_features,7uPQU7uKvsZZ7T9XnpBpFg,spotify:track:7uPQU7uKvsZZ7T9XnpBpFg,https://api.spotify.com/v1/tracks/7uPQU7uKvsZZ7T9XnpBpFg,https://api.spotify.com/v1/audio-analysis/7uPQU7uKvsZZ7T9XnpBpFg,247800,4,18
0.738,0.662,2,-8.371,1,0.0268,0.0589,4.54e-05,0.306,0.88,110.304,audio_features,6J212smZzpeOCYQ9DITMSC,spotify:track:6J212smZzpeOCYQ9DITMSC,https://api.spotify.com/v1/tracks/6J212smZzpeOCYQ9DITMSC,https://api.spotify.com/v1/audio-analysis/6J212smZzpeOCYQ9DITMSC,248747,4,13
0.477,0.693,0,-6.348,1,0.0351,0.323,2.13e-06,0.192,0.593,127.555,audio_features,29HbvYjzl95cYA4wGIhFCd,spotify:track:29HbvYjzl95cYA4wGIhFCd,https://api.spotify.com/v1/tracks/29HbvYjzl95cYA4wGIhFCd,https://api.spotify.com/v1/audio-analysis/29HbvYjzl95cYA4wGIhFCd,229907,4,2
0.512,0.833,1,-8.697,0,0.0448,0.557,2.98e-05,0.31,0.519,101.188,audio_features,3beYmUcaXJZiSZMPbsMI7p,spotify:track:3beYmUcaXJZiSZMPbsMI7p,https://api.spotify.com/v1/tracks/3beYmUcaXJZiSZMPbsMI7p,https://api.spotify.com/v1/audio-analysis/3beYmUcaXJZiSZMPbsMI7p,293800,4,14
0.51,0.507,2,-9.766,0,0.037,0.47,0.000488,0.168,0.255,130.958,audio_features,59D5esFdYajdsJMpBeXB8g,spotify:track:59D5esFdYajdsJMpBeXB8g,https://api.spotify.com/v1/tracks/59D5esFdYajdsJMpBeXB8g,https://api.spotify.com/v1/audio-analysis/59D5esFdYajdsJMpBeXB8g,374733,4,12
0.589,0.82,2,-9.602,1,0.0369,0.204,0.018,0.423,0.788,117.305,audio_features,2RNd6VgxG19db0zs0M1C4Z,spotify:track:2RNd6VgxG19db0zs0M1C4Z,https://api.spotify.com/v1/tracks/2RNd6VgxG19db0zs0M1C4Z,https://api.spotify.com/v1/audio-analysis/2RNd6VgxG19db0zs0M1C4Z,252200,4,13
0.568,0.607,9,-7.735,0,0.0296,0.0587,0.0,0.131,0.327,121.984,audio_features,4KWzsYmXYYbTjb4tYxulvd,spotify:track:4KWzsYmXYYbTjb4tYxulvd,https://api.spotify.com/v1/tracks/4KWzsYmXYYbTjb4tYxulvd,https://api.spotify.com/v1/audio-analysis/4KWzsYmXYYbTjb4tYxulvd,299653,4,4
0.617,0.544,7,-9.529,0,0.0433,0.425,0.000948,0.34,0.623,119.068,audio_features,1K9B43e0PyilYctK0WgoO4,spotify:track:1K9B43e0PyilYctK0WgoO4,https://api.spotify.com/v1/tracks/1K9B43e0PyilYctK0WgoO4,https://api.spotify.com/v1/audio-analysis/1K9B43e0PyilYctK0WgoO4,256360,4,15
0.553,0.738,0,-7.963,1,0.0457,0.213,0.0,0.339,0.759,138.602,audio_features,1udKn1oNKYQSQ9OmiIWCMu,spotify:track:1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/tracks/1udKn1oNKYQSQ9OmiIWCMu,https://api.spotify.com/v1/audio-analysis/1udKn1oNKYQSQ9OmiIWCMu,125827,4,13
0.52,0.737,0,-11.715,1,0.0972,0.156,7.55e-06,0.0866,0.728,149.861,audio_features,22wxe2Yc9JzihICXYLGAQ7,spotify:track:22wxe2Yc9JzihICXYLGAQ7,https://api.spotify.com/v1/tracks/22wxe2Yc9JzihICXYLGAQ7,https://api.spotify.com/v1/audio-analysis/22wxe2Yc9JzihICXYLGAQ7,243493,4,17
0.659,0.505,0,-12.773,1,0.0302,0.053,0.0,0.0544,0.879,128.295,audio_features,1rWqtf1rOYiPEb9puv2bYd,spotify:track:1rWqtf1rOYiPEb9puv2bYd,https://api.spotify.com/v1/tracks/1rWqtf1rOYiPEb9puv2bYd,https://api.spotify.com/v1/audio-analysis/1rWqtf1rOYiPEb9puv2bYd,241227,4,2
0.595,0.824,5,-9.768,0,0.0315,0.166,0.115,0.0856,0.941,104.484,audio_features,0iYtGebtnGzemwehimWusQ,spotify:track:0iYtGebtnGzemwehimWusQ,https://api.spotify.com/v1/tracks/0iYtGebtnGzemwehimWusQ,https://api.spotify.com/v1/audio-analysis/0iYtGebtnGzemwehimWusQ,384000,4,5
0.567,0.49,0,-10.867,1,0.0414,0.79,1.42e-05,0.0919,0.847,134.923,audio_features,69RH84na5iUNwrwxpgjC5j,spotify:track:69RH84na5iUNwrwxpgjC5j,https://api.spotify.com/v1/tracks/69RH84na5iUNwrwxpgjC5j,https://api.spotify.com/v1/audio-analysis/69RH84na5iUNwrwxpgjC5j,153333,4,6
0.293,0.74,7,-6.098,1,0.0399,0.445,0.00152,0.0998,0.514,118.225,audio_features,0HZlND4giwzgolBpaNIRGV,spotify:track:0HZlND4giwzgolBpaNIRGV,https://api.spotify.com/v1/tracks/0HZlND4giwzgolBpaNIRGV,https://api.spotify.com/v1/audio-analysis/0HZlND4giwzgolBpaNIRGV,289293,4,9
0.799,0.714,1,-9.472,0,0.0421,0.286,0.0,0.145,0.67,123.207,audio_features,1syhTK7LlvpeWdZNsZARP0,spotify:track:1syhTK7LlvpeWdZNsZARP0,https://api.spotify.com/v1/tracks/1syhTK7LlvpeWdZNsZARP0,https://api.spotify.com/v1/audio-analysis/1syhTK7LlvpeWdZNsZARP0,180360,4,14
0.77,0.553,10,-13.632,1,0.0268,0.0614,0.00106,0.103,0.904,98.346,audio_features,5vVuiXoHyRGxJeCaHUpgae,spotify:track:5vVuiXoHyRGxJeCaHUpgae,https://api.spotify.com/v1/tracks/5vVuiXoHyRGxJeCaHUpgae,https://api.spotify.com/v1/audio-analysis/5vVuiXoHyRGxJeCaHUpgae,230107,4,18
0.694,0.787,2,-9.569,1,0.0363,0.0913,0.0106,0.0562,0.667,111.157,audio_features,6lnP51cMlqpZ8bwmyVlgvG,spotify:track:6lnP51cMlqpZ8bwmyVlgvG,https://api.spotify.com/v1/tracks/6lnP51cMlqpZ8bwmyVlgvG,https://api.spotify.com/v1/audio-analysis/6lnP51cMlqpZ8bwmyVlgvG,237240,4,13
0.649,0.618,9,-10.728,1,0.0265,0.596,1.46e-06,0.192,0.667,114.688,audio_features,6r20M5DWYdIoCDmDViBxuz,spotify:track:6r20M5DWYdIoCDmDViBxuz,https://api.spotify.com/v1/tracks/6r20M5DWYdIoCDmDViBxuz,https://api.spotify.com/v1/audio-analysis/6r20M5DWYdIoCDmDViBxuz,210267,4,7
0.561,0.945,9,-6.086,1,0.0444,0.0869,0.0,0.22,0.723,145.781,audio_features,5xkNd7kCRmjT2DxSAYVVyC,spotify:track:5xkNd7kCRmjT2DxSAYVVyC,https://api.spotify.com/v1/tracks/5xkNd7kCRmjT2DxSAYVVyC,https://api.spotify.com/v1/audio-analysis/5xkNd7kCRmjT2DxSAYVVyC,227760,4,18
0.746,0.703,0,-7.853,1,0.0291,0.0014,0.00414,0.066,0.733,111.569,audio_features,3Ug96zKa29P3vICEEcYajZ,spotify:track:3Ug96zKa29P3vICEEcYajZ,https://api.spotify.com/v1/tracks/3Ug96zKa29P3vICEEcYajZ,https://api.spotify.com/v1/audio-analysis/3Ug96zKa29P3vICEEcYajZ,257160,4,13
0.719,0.551,0,-9.124,1,0.0324,0.529,9.05e-06,0.139,0.829,123.444,audio_features,150LOyOS0ISsZ9IcwPf6iT,spotify:track:150LOyOS0ISsZ9IcwPf6iT,https://api.spotify.com/v1/tracks/150LOyOS0ISsZ9IcwPf6iT,https://api.spotify.com/v1/audio-analysis/150LOyOS0ISsZ9IcwPf6iT,258773,4,2
0.758,0.557,7,-4.568,1,0.034,0.0117,0.0,0.0418,0.781,126.986,audio_features,2fQxE0jVrjNMT9oJAXtSJR,spotify:track:2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/tracks/2fQxE0jVrjNMT9oJAXtSJR,https://api.spotify.com/v1/audio-analysis/2fQxE0jVrjNMT9oJAXtSJR,231840,4,18
0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,audio_features,2fTsFCKRFQ5M0igJgabnLA,spotify:track:2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/tracks/2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/audio-analysis/2fTsFCKRFQ5M0igJgabnLA,223053,4,17
0.502,0.488,7,-12.265,1,0.0261,0.3,0.128,0.319,0.74,89.279,audio_features,3vfIv3pvYlLOa0wKIEuqFn,spotify:track:3vfIv3pvYlLOa0wKIEuqFn,https://api.spotify.com/v1/tracks/3vfIv3pvYlLOa0wKIEuqFn,https://api.spotify.com/v1/audio-analysis/3vfIv3pvYlLOa0wKIEuqFn,377560,4,7
0.677,0.682,9,-6.879,1,0.0361,0.0405,0.0,0.0351,0.875,106.279,audio_features,0BBOLOV5JntPL3341swIre,spotify:track:0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/tracks/0BBOLOV5JntPL3341swIre,https://api.spotify.com/v1/audio-analysis/0BBOLOV5JntPL3341swIre,192107,4,18
0.657,0.629,6,-4.938,1,0.0782,0.194,0.0,0.254,0.726,93.985,audio_features,2QsZVnbWVSjKMXK6K3uRBL,spotify:track:2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/tracks/2QsZVnbWVSjKMXK6K3uRBL,https://api.spotify.com/v1/audio-analysis/2QsZVnbWVSjKMXK6K3uRBL,266893,4,18
0.673,0.681,1,-5.693,1,0.118,0.52,0.0,0.235,0.707,171.864,audio_features,34ceTg8ChN5HjrqiIYCn9Q,spotify:track:34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/tracks/34ceTg8ChN5HjrqiIYCn9Q,https://api.spotify.com/v1/audio-analysis/34ceTg8ChN5HjrqiIYCn9Q,232000,4,2
0.853,0.811,6,-4.927,0,0.0646,0.0439,0.000307,0.0703,0.9,114.964,audio_features,6W2Ef5Ph6ILTUAedoQ3QIv,spotify:track:6W2Ef5Ph6ILTUAedoQ3QIv,https://api.spotify.com/v1/tracks/6W2Ef5Ph6ILTUAedoQ3QIv,https://api.spotify.com/v1/audio-analysis/6W2Ef5Ph6ILTUAedoQ3QIv,283627,4,5
0.51,0.76,0,-6.995,1,0.0411,0.148,0.0116,0.0706,0.55,118.839,audio_features,4vhVDkSx9RSb2k6mWFMYNI,spotify:track:4vhVDkSx9RSb2k6mWFMYNI,https://api.spotify.com/v1/tracks/4vhVDkSx9RSb2k6mWFMYNI,https://api.spotify.com/v1/audio-analysis/4vhVDkSx9RSb2k6mWFMYNI,170787,4,11
0.79,0.649,5,-7.507,1,0.0265,0.166,8.87e-05,0.092,0.954,113.798,audio_features,4JEylZNW8SbO4zUyfVrpb7,spotify:track:4JEylZNW8SbO4zUyfVrpb7,https://api.spotify.com/v1/tracks/4JEylZNW8SbO4zUyfVrpb7,https://api.spotify.com/v1/audio-analysis/4JEylZNW8SbO4zUyfVrpb7,244427,4,18
0.564,0.858,0,-11.263,1,0.0375,0.338,0.181,0.317,0.847,89.9,audio_features,5QmlONZ64QfkqfbGo0Wfxn,spotify:track:5QmlONZ64QfkqfbGo0Wfxn,https://api.spotify.com/v1/tracks/5QmlONZ64QfkqfbGo0Wfxn,https://api.spotify.com/v1/audio-analysis/5QmlONZ64QfkqfbGo0Wfxn,218160,4,2
0.754,0.644,9,-12.05,0,0.0357,0.0439,0.0015,0.108,0.745,121.298,audio_features,7vwON77Lsd8C3EewuyiY9y,spotify:track:7vwON77Lsd8C3EewuyiY9y,https://api.spotify.com/v1/tracks/7vwON77Lsd8C3EewuyiY9y,https://api.spotify.com/v1/audio-analysis/7vwON77Lsd8C3EewuyiY9y,355627,4,10
0.536,0.527,2,-11.092,1,0.0327,0.622,0.000334,0.0937,0.48,121.297,audio_features,62NJcC5piTuieIFiDZxiz1,spotify:track:62NJcC5piTuieIFiDZxiz1,https://api.spotify.com/v1/tracks/62NJcC5piTuieIFiDZxiz1,https://api.spotify.com/v1/audio-analysis/62NJcC5piTuieIFiDZxiz1,216240,4,6
0.586,0.48,9,-9.138,1,0.0243,0.385,0.0,0.0947,0.488,79.873,audio_features,2ph0hzV1kCVhR82E2La4q5,spotify:track:2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/tracks/2ph0hzV1kCVhR82E2La4q5,https://api.spotify.com/v1/audio-analysis/2ph0hzV1kCVhR82E2La4q5,324440,4,9
0.426,0.584,1,-5.293,1,0.296,0.0383,0.0,0.188,0.272,193.437,audio_features,2ZBNclC5wm4GtiWaeh0DMx,spotify:track:2ZBNclC5wm4GtiWaeh0DMx,https://api.spotify.com/v1/tracks/2ZBNclC5wm4GtiWaeh0DMx,https://api.spotify.com/v1/audio-analysis/2ZBNclC5wm4GtiWaeh0DMx,193213,4,17
0.628,0.676,7,-5.911,1,0.0916,0.00957,2.65e-05,0.102,0.75,85.984,audio_features,7AEAGTc8cReDqcbPoY9gwo,spotify:track:7AEAGTc8cReDqcbPoY9gwo,https://api.spotify.com/v1/tracks/7AEAGTc8cReDqcbPoY9gwo,https://api.spotify.com/v1/audio-analysis/7AEAGTc8cReDqcbPoY9gwo,191880,4,18
0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,audio_features,7cDzJyC95jtGO9zAeZsWOg,spotify:track:7cDzJyC95jtGO9zAeZsWOg,https://api.spotify.com/v1/tracks/7cDzJyC95jtGO9zAeZsWOg,https://api.spotify.com/v1/audio-analysis/7cDzJyC95jtGO9zAeZsWOg,264987,4,2
0.648,0.755,0,-7.901,1,0.03,0.0139,0.000253,0.225,0.607,126.341,audio_features,78RIER8V6EhrqVPOBi2GYa,spotify:track:78RIER8V6EhrqVPOBi2GYa,https://api.spotify.com/v1/tracks/78RIER8V6EhrqVPOBi2GYa,https://api.spotify.com/v1/audio-analysis/78RIER8V6EhrqVPOBi2GYa,294587,4,13
0.78,0.491,7,-13.934,1,0.0351,0.00719,1.8e-05,0.0677,0.843,124.238,audio_features,2LqzuRukwnpeWYLXBtiwmq,spotify:track:2LqzuRukwnpeWYLXBtiwmq,https://api.spotify.com/v1/tracks/2LqzuRukwnpeWYLXBtiwmq,https://api.spotify.com/v1/audio-analysis/2LqzuRukwnpeWYLXBtiwmq,251427,4,18
0.615,0.754,4,-6.104,1,0.0379,0.721,0.0,0.077,0.786,145.299,audio_features,2pfEVSZdq5McocgAYWhgLu,spotify:track:2pfEVSZdq5McocgAYWhgLu,https://api.spotify.com/v1/tracks/2pfEVSZdq5McocgAYWhgLu,https://api.spotify.com/v1/audio-analysis/2pfEVSZdq5McocgAYWhgLu,228680,4,7
0.495,0.609,7,-9.902,1,0.0339,0.42,0.0,0.187,0.33,135.671,audio_features,0tKjVEJlX3IZ5L1rEJc5hh,spotify:track:0tKjVEJlX3IZ5L1rEJc5hh,https://api.spotify.com/v1/tracks/0tKjVEJlX3IZ5L1rEJc5hh,https://api.spotify.com/v1/audio-analysis/0tKjVEJlX3IZ5L1rEJc5hh,257440,4,9
0.554,0.74,9,-7.706,1,0.0799,0.693,7.19e-05,0.225,0.803,133.363,audio_features,0x2wtJbtJrox3SDmnMj97x,spotify:track:0x2wtJbtJrox3SDmnMj97x,https://api.spotify.com/v1/tracks/0x2wtJbtJrox3SDmnMj97x,https://api.spotify.com/v1/audio-analysis/0x2wtJbtJrox3SDmnMj97x,267173,4,7
0.854,0.804,0,-4.738,1,0.0349,0.072,0.0443,0.156,0.895,110.558,audio_features,1LJr4mVQgg0Y6qZlJh80ST,spotify:track:1LJr4mVQgg0Y6qZlJh80ST,https://api.spotify.com/v1/tracks/1LJr4mVQgg0Y6qZlJh80ST,https://api.spotify.com/v1/audio-analysis/1LJr4mVQgg0Y6qZlJh80ST,229653,4,13
0.398,0.686,9,-12.142,0,0.0418,0.00455,0.0234,0.301,0.694,158.32,audio_features,0tOCULBiOd2RcRSM2kJNhr,spotify:track:0tOCULBiOd2RcRSM2kJNhr,https://api.spotify.com/v1/tracks/0tOCULBiOd2RcRSM2kJNhr,https://api.spotify.com/v1/audio-analysis/0tOCULBiOd2RcRSM2kJNhr,256773,4,4
0.639,0.784,2,-10.444,1,0.0593,0.755,0.0,0.0404,0.934,143.111,audio_features,2nn7J7tZpxZg1fN0NPt5Ux,spotify:track:2nn7J7tZpxZg1fN0NPt5Ux,https://api.spotify.com/v1/tracks/2nn7J7tZpxZg1fN0NPt5Ux,https://api.spotify.com/v1/audio-analysis/2nn7J7tZpxZg1fN0NPt5Ux,218760,4,2
0.778,0.777,9,-5.359,1,0.0362,0.0338,0.0218,0.0772,0.362,127.051,audio_features,3lYLrCyDzd7WN7mN4T9AkX,spotify:track:3lYLrCyDzd7WN7mN4T9AkX,https://api.spotify.com/v1/tracks/3lYLrCyDzd7WN7mN4T9AkX,https://api.spotify.com/v1/audio-analysis/3lYLrCyDzd7WN7mN4T9AkX,247615,4,9
0.649,0.584,7,-10.518,1,0.0674,0.256,0.0,0.199,0.75,144.972,audio_features,5F4ksIKmuXEtgBf6SfEQRr,spotify:track:5F4ksIKmuXEtgBf6SfEQRr,https://api.spotify.com/v1/tracks/5F4ksIKmuXEtgBf6SfEQRr,https://api.spotify.com/v1/audio-analysis/5F4ksIKmuXEtgBf6SfEQRr,213453,4,18
0.71,0.792,0,-5.996,1,0.0453,0.0792,3.32e-05,0.0871,0.858,116.687,audio_features,2oRn0QuaWQ1hragGQ7XZ9s,spotify:track:2oRn0QuaWQ1hragGQ7XZ9s,https://api.spotify.com/v1/tracks/2oRn0QuaWQ1hragGQ7XZ9s,https://api.spotify.com/v1/audio-analysis/2oRn0QuaWQ1hragGQ7XZ9s,214576,4,13
0.715,0.843,0,-2.83,1,0.0278,0.391,0.0,0.103,0.512,111.848,audio_features,7uQftgqxvkdl9GLE1Q3OOQ,spotify:track:7uQftgqxvkdl9GLE1Q3OOQ,https://api.spotify.com/v1/tracks/7uQftgqxvkdl9GLE1Q3OOQ,https://api.spotify.com/v1/audio-analysis/7uQftgqxvkdl9GLE1Q3OOQ,267172,4,2
